Table,Year,Data_item,Region,State,Value,Units
Milk cows,2018,"Milk cows, average inventory",Corn Belt,Illinois,91.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Corn Belt,Indiana,183.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Corn Belt,Iowa,220.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Corn Belt,Missouri,83.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Corn Belt,Ohio,259.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Corn Belt,Total region,836.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Northern Plains,Kansas,159.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Northern Plains,Nebraska,60.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Northern Plains,North Dakota,15.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Northern Plains,South Dakota,121.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Northern Plains,Total region,355.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Appalachia,Kentucky,55.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Appalachia,North Carolina,44.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Appalachia,Tennessee,37.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Appalachia,Virginia,83.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Appalachia,West Virginia,7.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Appalachia,Total region,226.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Southeast,Alabama,5.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Southeast,Florida,120.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Southeast,Georgia,83.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Southeast,South Carolina,14.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Southeast,Total region,222.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Delta States,Arkansas,6.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Delta States,Louisiana,11.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Delta States,Mississippi,9.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Delta States,Total region,26.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Southern Plains,Oklahoma,40.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Southern Plains,Texas,537.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Southern Plains,Total region,577.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Mountain Region,Arizona,208.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Mountain Region,Colorado,176.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Mountain Region,Idaho,610.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Mountain Region,Montana,12.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Mountain Region,Nevada,32.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Mountain Region,New Mexico,330.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Mountain Region,Utah,100.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Mountain Region,Wyoming,6.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Mountain Region,Total region,1474.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",West Coast,California,1734.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",West Coast,Oregon,123.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",West Coast,Washington,277.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",West Coast,Total region,2134.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Other States,Alaska,0.30,Thousand head
Milk cows,2018,"Milk cows, average inventory",Other States,Hawaii,2.00,Thousand head
Milk cows,2018,"Milk cows, average inventory",Other States,Total region,2.30,Thousand head
Milk cows,2018,"Milk cows, average inventory",United States,Total region,9398.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Northeast,Connecticut,19.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Northeast,Delaware,4.10,Thousand head
Milk cows,2019,"Milk cows, average inventory",Northeast,Maine,29.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Northeast,Maryland,43.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Northeast,Massachusetts,10.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Northeast,New Hampshire,11.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Northeast,New Jersey,5.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Northeast,New York,627.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Northeast,Pennsylvania,489.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Northeast,Rhode Island,0.60,Thousand head
Milk cows,2019,"Milk cows, average inventory",Northeast,Vermont,126.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Northeast,Total region,1363.70,Thousand head
Milk cows,2019,"Milk cows, average inventory",Lake States,Michigan,426.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Lake States,Minnesota,448.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Lake States,Wisconsin,1268.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Lake States,Total region,2142.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Corn Belt,Illinois,84.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Corn Belt,Indiana,178.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Corn Belt,Iowa,218.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Corn Belt,Missouri,78.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Corn Belt,Ohio,251.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Corn Belt,Total region,809.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Northern Plains,Kansas,163.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Northern Plains,Nebraska,58.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Northern Plains,North Dakota,15.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Northern Plains,South Dakota,125.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Northern Plains,Total region,361.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Appalachia,Kentucky,50.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Appalachia,North Carolina,42.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Appalachia,Tennessee,32.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Appalachia,Virginia,75.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Appalachia,West Virginia,6.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Appalachia,Total region,205.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Southeast,Alabama,5.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Southeast,Florida,116.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Southeast,Georgia,82.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Southeast,South Carolina,12.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Southeast,Total region,215.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Delta States,Arkansas,5.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Delta States,Louisiana,10.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Delta States,Mississippi,8.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Delta States,Total region,23.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Southern Plains,Oklahoma,41.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Southern Plains,Texas,565.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Southern Plains,Total region,606.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Mountain Region,Arizona,198.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Mountain Region,Colorado,186.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Mountain Region,Idaho,625.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Mountain Region,Montana,12.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Mountain Region,Nevada,33.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Mountain Region,New Mexico,326.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Mountain Region,Utah,98.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Mountain Region,Wyoming,6.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Mountain Region,Total region,1484.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",West Coast,California,1725.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",West Coast,Oregon,126.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",West Coast,Washington,280.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",West Coast,Total region,2131.00,Thousand head
Milk cows,2019,"Milk cows, average inventory",Other States,Alaska,#N/A,Thousand head
Milk cows,2019,"Milk cows, average inventory",Other States,Hawaii,#N/A,Thousand head
Milk cows,2019,"Milk cows, average inventory",Other States,Total region,1.10,Thousand head
Milk cows,2019,"Milk cows, average inventory",United States,Total region,9335.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Northeast,Connecticut,19.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Northeast,Delaware,3.80,Thousand head
Milk cows,2020,"Milk cows, average inventory",Northeast,Maine,27.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Northeast,Maryland,42.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Northeast,Massachusetts,10.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Northeast,New Hampshire,11.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Northeast,New Jersey,5.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Northeast,New York,626.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Northeast,Pennsylvania,482.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Northeast,Rhode Island,0.50,Thousand head
Milk cows,2020,"Milk cows, average inventory",Northeast,Vermont,122.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Northeast,Total region,1348.30,Thousand head
Milk cows,2020,"Milk cows, average inventory",Lake States,Michigan,431.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Lake States,Minnesota,448.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Lake States,Wisconsin,1259.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Lake States,Total region,2138.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Corn Belt,Illinois,84.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Corn Belt,Indiana,184.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Corn Belt,Iowa,218.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Corn Belt,Missouri,76.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Corn Belt,Ohio,255.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Corn Belt,Total region,817.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Northern Plains,Kansas,170.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Northern Plains,Nebraska,59.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Northern Plains,North Dakota,15.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Northern Plains,South Dakota,136.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Northern Plains,Total region,380.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Appalachia,Kentucky,48.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Appalachia,North Carolina,41.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Appalachia,Tennessee,30.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Appalachia,Virginia,75.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Appalachia,West Virginia,6.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Appalachia,Total region,200.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Southeast,Alabama,3.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Southeast,Florida,113.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Southeast,Georgia,81.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Southeast,South Carolina,10.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Southeast,Total region,207.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Delta States,Arkansas,5.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Delta States,Louisiana,10.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Delta States,Mississippi,8.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Delta States,Total region,23.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Southern Plains,Oklahoma,41.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Southern Plains,Texas,595.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Southern Plains,Total region,636.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Mountain Region,Arizona,200.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Mountain Region,Colorado,197.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Mountain Region,Idaho,645.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Mountain Region,Montana,12.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Mountain Region,Nevada,33.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Mountain Region,New Mexico,330.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Mountain Region,Utah,96.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Mountain Region,Wyoming,7.50,Thousand head
Milk cows,2020,"Milk cows, average inventory",Mountain Region,Total region,1520.50,Thousand head
Milk cows,2020,"Milk cows, average inventory",West Coast,California,1722.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",West Coast,Oregon,126.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",West Coast,Washington,280.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",West Coast,Total region,2128.00,Thousand head
Milk cows,2020,"Milk cows, average inventory",Other States,Alaska,#N/A,Thousand head
Milk cows,2020,"Milk cows, average inventory",Other States,Hawaii,#N/A,Thousand head
Milk cows,2020,"Milk cows, average inventory",Other States,Total region,0.90,Thousand head
Milk cows,2020,"Milk cows, average inventory",United States,Total region,9396.00,Thousand head
Milk cows,2021,"Milk cows, average inventory",Northeast,Connecticut,19.00,Thousand head
Milk cows,2021,"Milk cows, average inventory",Northeast,Delaware,2.90,Thousand head
Milk cows,2021,"Milk cows, average inventory",Northeast,Maine,27.00,Thousand head
Milk cows,2021,"Milk cows, average inventory",Northeast,Maryland,42.00,Thousand head
